id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C0467,Lahlou,Hassan,hassan.lahlou467gmail.com,1988-09-23,male,Casablanca,0654953500,2020-10-10,paid_search
C0468,Berrada,Houda,houda.berrada468@gmail.com,1982-07-09,0,TANGER,0670721529,2021-12-08,referral
C0469,Guerraoui,Khadija,khadija.guerraoui469@gmail.com,1999-08-20,female,Agadir,0635280389,2020-05-14,referral
C0470,Cherkaoui,Omar,omar.cherkaoui470@gmail.com,1969-05-04,1,Rabat,0694191586,2022-12-02,organic
C0471,Benomar,Rachid,rachid.benomar471@gmail.com,1993-01-10,1,FES,0679742280,2021-04-20,social_media
C0472,Benomar,Hassan,hassan.benomar472@gmail.com,1998-08-15,Homme,Marrakech,0633050166,2021-09-19,social_media
C0473,Benali,Hassan,hassan.benali473@gmail.com,1983-03-20,Homme,Rabat,0699436783,2020-12-25,paid_search
C0474,Tazi,Ahmed,ahmed.tazi474@gmail.com,1993-03-07,m,Meknes,0629856736,2021-12-05,social_media
C0475,Cherkaoui,Youssef,youssef.cherkaoui475@gmail.com,1966-08-25,h,Rabat,0610576371,2020-11-15,email
C0476,Benomar,Sara,sara.benomar476@gmail.com,2001-10-24,Femme,oujda,0615379569,2022-09-07,paid_search
C0477,Benali,Khadija,khadija.benali477@gmail.com,1979-02-11,Femme,Tanger,0639815643,2022-12-14,social_media
C0478,Benomar,Ahmed,ahmed.benomar478@gmail.com,1970-07-07,h,Oujda,0699491869,2020-04-24,social_media
C0479,Idrissi,Omar,omar.idrissi479@gmail.com,1983-05-15,Homme,MEKNES,0665782199,2022-06-28,referral
C0480,Filali,Omar,omar.filali480@gmail.com,2003-04-10,male,Oujda,0618873909,2021-11-17,email
C0481,Idrissi,Khadija,khadija.idrissi481@gmail.com,1982-09-15,f,laayoune,0661240239,2021-01-15,social_media
C0482,Lahlou,Fatima,fatima.lahlou482@gmail.com,2000-04-01,Femme,Tanger,0695437748,2023-08-04,referral
C0483,Filali,Amine,amine.filali483@gmail.com,1850-05-16,male,Casablanca,0685910136,2022-09-11,referral
C0484,Tazi,Houda,houda.tazi484@gmail.com,1850-05-06,f,LAAYOUNE,0671880273,2021-10-16,paid_search
C0485,Tazi,Mohamed,mohamed.tazi485@gmail.com,1987-05-17,Homme,Casablanca,0622684736,2021-01-10,email
C0486,Tazi,Sanaa,sanaa.tazi486@gmail.com,1984-12-23,Femme,AGADIR,0657194894,2023-04-02,paid_search
C0487,Tazi,Rachid,rachid.tazi487@gmail.com,1991-03-04,Homme,Fes,0684981433,2021-01-20,email
C0488,Idrissi,Sanaa,sanaa.idrissi488@gmail.com,1969-03-01,f,Oujda,0669315901,2020-10-11,email
C0489,Cherkaoui,Sara,sara.cherkaoui489gmail.com,1972-12-05,0,Fes,0667016371,2020-06-09,organic
C0490,Benali,Khalid,khalid.benali490@gmail.com,1967-09-19,male,Tanger,0618891570,2020-03-29,social_media
C0491,Lahlou,Khadija,khadija.lahlou491@gmail.com,1977-06-01,f,CASABLANCA,0687812909,2021-07-22,social_media
C0492,Berrada,Rachid,rachid.berrada492@gmail.com,1969-10-25,h,Tanger,0633055043,2021-07-31,email
C0493,Guerraoui,Ahmed,ahmed.guerraoui493@gmail.com,1995-10-06,1,oujda,0660951070,2021-12-27,referral
C0494,Alami,Karim,karim.alami494@gmail.com,1985-02-17,male,Rabat,0684777007,2021-08-13,organic
C0495,Idrissi,Khalid,khalid.idrissi495@gmail.com,2003-11-27,m,Oujda,0635338291,2022-05-26,organic
C0496,Filali,Houda,houda.filali496gmail.com,1996-07-15,Femme,meknes,0662990697,2020-10-20,referral
C0497,Alami,Khadija,khadija.alami497@gmail.com,1977-10-28,0,TETOUAN,0676989425,2022-05-19,social_media
C0498,Idrissi,Imane,imane.idrissi498@gmail.com,2003-08-17,Femme,MARRAKECH,0624500436,2022-07-20,organic
C0499,Filali,Khalid,khalid.filali499gmail.com,1968-08-22,1,Tanger,0653883276,2023-10-23,paid_search
C0500,Alami,Tariq,tariq.alami500@gmail.com,1998-08-07,m,Marrakech,0682804811,2021-06-19,social_media
C0501,Benali,Sanaa,sanaa.benali501@gmail.com,1972-06-28,f,tetouan,0684714519,2020-12-28,social_media
C0502,Idrissi,Zineb,zineb.idrissi502@gmail.com,1989-02-19,female,Oujda,0673057955,2023-03-17,referral
C0503,Idrissi,Zineb,zineb.idrissi503@gmail.com,2002-10-22,f,Agadir,0613777824,2020-05-05,email
C0504,Lahlou,Hassan,hassan.lahlou504gmail.com,2005-02-14,Homme,Agadir,0698750131,2020-04-25,paid_search
C0505,Alami,Amine,amine.alami505@gmail.com,1969-02-11,h,RABAT,0615016739,2021-10-29,referral
C0506,Cherkaoui,Laila,laila.cherkaoui506gmail.com,1995-06-13,female,Laayoune,0623429380,2022-09-27,paid_search
C0507,Filali,Rachid,rachid.filali507@gmail.com,1988-04-16,Homme,Casablanca,0645588515,2021-08-11,organic
C0508,Berrada,Tariq,tariq.berrada508@gmail.com,1970-10-04,male,laayoune,0673789440,2022-12-23,referral
C0509,Guerraoui,Ahmed,ahmed.guerraoui509@gmail.com,1992-06-07,Homme,Tetouan,0683492593,2022-07-17,paid_search
C0510,Lahlou,Sanaa,sanaa.lahlou510@gmail.com,1994-11-18,0,Laayoune,0694122098,2023-03-05,organic
C0511,Filali,Sara,sara.filali511@gmail.com,1984-07-11,female,Casablanca,0648526473,2021-06-30,paid_search
C0512,Idrissi,Tariq,tariq.idrissi512@gmail.com,1974-04-26,1,Marrakech,0666642448,2022-06-12,organic
C0513,Benali,Amine,amine.benali513@gmail.com,1982-03-21,1,Tanger,0617425900,2020-02-10,organic
C0514,Idrissi,Amine,amine.idrissi514@gmail.com,1970-12-27,m,Rabat,0626192377,2022-10-21,email
C0515,Benomar,Imane,imane.benomar515@gmail.com,1980-06-11,Femme,Laayoune,0666756516,2021-04-28,paid_search
C0516,Cherkaoui,Youssef,youssef.cherkaoui516@gmail.com,1981-01-16,1,Meknes,0683248658,2021-10-10,referral
C0517,Filali,Karim,karim.filali517@gmail.com,1988-01-21,Homme,LAAYOUNE,0617337997,2023-09-18,paid_search
C0518,Tazi,Omar,omar.tazi518@gmail.com,1972-04-28,Homme,Oujda,0644297151,2022-03-15,social_media
C0519,Berrada,Karim,karim.berrada519@gmail.com,1975-11-11,Homme,Tetouan,0675993764,2020-06-13,referral
C0520,Alami,Sara,sara.alami520@gmail.com,1981-06-14,female,Laayoune,0670835762,2021-10-31,organic
C0521,Filali,Zineb,zineb.filali521gmail.com,1977-06-19,female,CASABLANCA,0679305456,2021-05-26,paid_search
C0522,Benomar,Laila,laila.benomar522@gmail.com,1973-11-19,Femme,Agadir,0659338378,2022-04-28,paid_search
C0523,Berrada,Omar,omar.berrada523gmail.com,1966-11-20,h,Fes,0645135941,2021-02-10,paid_search
C0524,Lahlou,Tariq,tariq.lahlou524@gmail.com,1970-03-19,male,CASABLANCA,0668406016,2022-12-12,referral
C0525,Berrada,Houda,houda.berrada525@gmail.com,1977-05-10,f,Oujda,0690541748,2021-02-27,paid_search
C0526,Idrissi,Nadia,nadia.idrissi526@gmail.com,1850-05-08,0,Laayoune,0696870487,2023-04-08,referral
C0527,Tazi,Khalid,khalid.tazi527@gmail.com,1990-12-13,1,Tetouan,0684759271,2020-07-14,organic
C0528,Tazi,Karim,karim.tazi528@gmail.com,2003-01-01,male,Marrakech,0659781518,2022-03-19,paid_search
C0529,Lahlou,Sanaa,sanaa.lahlou529@gmail.com,1975-06-15,f,RABAT,0681192277,2023-12-25,referral
C0530,Benali,Ahmed,ahmed.benali530@gmail.com,1996-05-24,Homme,Agadir,0692266282,2021-06-23,social_media
C0531,Tazi,Laila,laila.tazi531@gmail.com,1996-03-18,0,OUJDA,0617323881,2020-10-31,paid_search
C0532,Filali,Khalid,khalid.filali532@gmail.com,1992-08-02,Homme,Oujda,0671439467,2022-09-20,referral
C0533,Tazi,Youssef,youssef.tazi533@gmail.com,1983-03-24,m,Meknes,0688608290,2023-09-20,paid_search
C0534,Idrissi,Fatima,fatima.idrissi534@gmail.com,1980-11-04,0,AGADIR,0626373347,2023-10-27,referral
C0535,Filali,Ahmed,ahmed.filali535gmail.com,1994-11-16,Homme,Oujda,0610779182,2023-09-09,social_media
C0536,Tazi,Imane,imane.tazi536@gmail.com,2001-01-26,female,marrakech,0683438064,2020-05-24,email
C0537,Filali,Omar,omar.filali537@gmail.com,1990-04-06,Homme,Tetouan,0630687604,2023-09-01,organic
C0538,Lahlou,Omar,omar.lahlou538@gmail.com,1971-09-07,Homme,Oujda,0685572241,2021-07-03,email
C0539,Lahlou,Omar,omar.lahlou539@gmail.com,2005-01-17,Homme,Agadir,0630813102,2023-08-19,referral
C0540,Cherkaoui,Sanaa,sanaa.cherkaoui540@gmail.com,1970-08-10,f,Rabat,0643373708,2021-09-07,email
C0541,Guerraoui,Tariq,tariq.guerraoui541@gmail.com,1967-09-14,m,TETOUAN,0686299853,2023-09-15,social_media
C0542,Guerraoui,Tariq,tariq.guerraoui542gmail.com,1994-03-27,m,TETOUAN,0649949573,2022-05-02,social_media
C0543,Lahlou,Houda,houda.lahlou543@gmail.com,1986-03-07,female,RABAT,0644805028,2023-05-22,organic
C0544,Idrissi,Mohamed,mohamed.idrissi544@gmail.com,1975-08-23,m,Tetouan,0675326787,2023-05-17,social_media
C0545,Idrissi,Imane,imane.idrissi545@gmail.com,1970-01-07,Femme,Casablanca,0613599088,2021-01-20,paid_search
C0546,Idrissi,Youssef,youssef.idrissi546@gmail.com,1999-05-25,1,OUJDA,0612928205,2022-05-14,organic
C0547,Benomar,Youssef,youssef.benomar547@gmail.com,1993-04-10,male,Laayoune,0611056868,2021-11-14,organic
C0548,Benomar,Laila,laila.benomar548@gmail.com,2003-05-02,female,Oujda,0675485030,2023-06-06,paid_search
C0549,Idrissi,Sanaa,sanaa.idrissi549@gmail.com,2000-11-14,f,OUJDA,0696728786,2023-06-29,social_media
C0550,Filali,Omar,omar.filali550@gmail.com,1977-08-08,m,Meknes,0690812511,2021-11-25,referral
C0551,Idrissi,Amine,amine.idrissi551@gmail.com,1988-03-20,male,Fes,0674812367,2023-09-28,paid_search
C0552,Benomar,Youssef,youssef.benomar552@gmail.com,1991-08-10,h,fes,0658155542,2020-02-07,social_media
C0553,Guerraoui,Youssef,youssef.guerraoui553gmail.com,1969-02-20,1,FES,0675278845,2021-04-03,social_media
C0554,Guerraoui,Sara,sara.guerraoui554@gmail.com,1974-09-20,f,Casablanca,0671355706,2022-06-15,organic
C0555,Guerraoui,Imane,imane.guerraoui555gmail.com,1971-02-28,f,Fes,0669259530,2021-08-21,email
C0556,Tazi,Ahmed,ahmed.tazi556@gmail.com,1973-04-15,1,tetouan,0655811204,2022-08-28,social_media
C0557,Tazi,Khadija,khadija.tazi557@gmail.com,1991-11-08,Femme,Rabat,0628521285,2021-04-12,referral
C0558,Guerraoui,Omar,omar.guerraoui558@gmail.com,1988-08-05,male,Tanger,0621378739,2020-05-22,social_media
C0559,Benali,Youssef,youssef.benali559@gmail.com,1967-11-05,male,LAAYOUNE,0698632237,2023-07-17,email
C0560,Guerraoui,Laila,laila.guerraoui560@gmail.com,1985-01-27,female,Marrakech,0664215650,2020-10-27,referral
C0561,Tazi,Sanaa,sanaa.tazi561@gmail.com,1990-05-03,female,Tanger,0679856260,2020-09-15,email
C0562,Guerraoui,Ahmed,ahmed.guerraoui562@gmail.com,1986-03-01,h,Tanger,0642392076,2021-06-13,social_media
C0563,Benali,Sanaa,sanaa.benali563@gmail.com,1981-06-04,f,Tanger,0649991663,2022-07-08,email
C0564,Berrada,Houda,houda.berrada564@gmail.com,2002-11-22,Femme,Meknes,0648189707,2021-09-04,email
C0565,Alami,Laila,laila.alami565@gmail.com,2002-06-15,0,CASABLANCA,0665304811,2022-05-21,organic
C0566,Benomar,Omar,omar.benomar566@gmail.com,1969-09-13,1,Laayoune,0688423925,2021-06-24,referral
C0567,Idrissi,Houda,houda.idrissi567@gmail.com,1974-08-23,female,OUJDA,0678878589,2023-12-13,email
C0568,Benomar,Karim,karim.benomar568gmail.com,1975-06-04,male,laayoune,0686740966,2022-01-26,social_media
C0569,Tazi,Youssef,youssef.tazi569@gmail.com,1988-08-01,m,RABAT,0666607262,2023-04-22,organic
C0570,Berrada,Nadia,nadia.berrada570@gmail.com,1850-09-12,Femme,Casablanca,0651567482,2023-03-19,email
C0571,Benomar,Hassan,hassan.benomar571@gmail.com,2003-03-17,male,Oujda,0653649791,2020-11-01,organic
C0572,Idrissi,Imane,imane.idrissi572@gmail.com,1990-01-22,female,Oujda,0613329148,2020-12-05,email
C0573,Guerraoui,Nadia,nadia.guerraoui573@gmail.com,2004-01-19,f,Meknes,0626144134,2020-02-08,email
C0574,Berrada,Mohamed,mohamed.berrada574@gmail.com,2002-09-20,Homme,agadir,0655628196,2020-02-17,referral
C0575,Tazi,Mohamed,mohamed.tazi575@gmail.com,1970-02-18,h,Rabat,0630700047,2020-07-02,social_media
C0576,Lahlou,Zineb,zineb.lahlou576@gmail.com,1850-01-10,f,TETOUAN,0665408139,2020-10-18,social_media
C0577,Berrada,Ahmed,ahmed.berrada577@gmail.com,2003-08-17,m,meknes,0652726394,2020-05-04,referral
C0578,Benali,Khadija,khadija.benali578@gmail.com,1979-01-09,female,Meknes,0684451573,2021-05-19,paid_search
C0579,Alami,Omar,omar.alami579@gmail.com,1997-03-12,male,Meknes,0666875091,2023-01-05,email
C0580,Lahlou,Mohamed,mohamed.lahlou580@gmail.com,1850-08-09,male,Laayoune,0694853379,2021-12-20,paid_search
C0581,Benali,Sanaa,sanaa.benali581@gmail.com,1999-05-03,Femme,Tetouan,0647508257,2023-02-13,referral
C0582,Tazi,Rachid,rachid.tazi582@gmail.com,1993-11-11,Homme,Agadir,0612130654,2021-11-03,paid_search
C0583,Benali,Fatima,fatima.benali583@gmail.com,1976-12-23,female,Oujda,0697411506,2023-08-22,organic
C0584,Tazi,Houda,houda.tazi584@gmail.com,1989-06-13,f,Rabat,0626745522,2020-01-18,referral
C0585,Benali,Karim,karim.benali585@gmail.com,1966-11-23,male,Agadir,0650691933,2023-07-04,paid_search
C0586,Benali,Khalid,khalid.benali586@gmail.com,2003-04-27,Homme,TETOUAN,0686383608,2021-07-22,email
C0587,Lahlou,Rachid,rachid.lahlou587@gmail.com,2003-02-19,1,rabat,0640596967,2023-03-13,email
C0588,Benali,Nadia,nadia.benali588@gmail.com,1999-11-18,0,OUJDA,0696029038,2022-05-24,organic
C0589,Idrissi,Sara,sara.idrissi589@gmail.com,1998-06-17,female,Tanger,0666379776,2021-07-23,email
C0590,Berrada,Mohamed,mohamed.berrada590@gmail.com,2001-12-08,male,Tetouan,0632076343,2021-02-07,social_media
C0591,Benomar,Ahmed,ahmed.benomar591@gmail.com,1966-11-11,m,Marrakech,0617305854,2021-11-28,social_media
C0592,Lahlou,Meryem,meryem.lahlou592@gmail.com,1971-10-04,f,Casablanca,0652047653,2022-02-11,organic
C0593,Benali,Fatima,fatima.benali593@gmail.com,2005-02-22,female,Tanger,0663912988,2022-02-20,organic
C0594,Lahlou,Laila,laila.lahlou594@gmail.com,1850-07-15,0,Tetouan,0697365194,2021-11-26,organic
C0595,Berrada,Hassan,hassan.berrada595@gmail.com,1965-02-19,h,fes,0644398138,2022-11-08,social_media
C0596,Filali,Tariq,tariq.filali596@gmail.com,1967-05-19,male,Tetouan,0651766978,2022-01-02,email
C0597,Benomar,Zineb,zineb.benomar597@gmail.com,1986-01-17,0,laayoune,0678062865,2021-05-01,email
C0598,Berrada,Laila,laila.berrada598@gmail.com,2005-02-11,Femme,Fes,0690498733,2022-08-15,social_media
C0599,Lahlou,Imane,imane.lahlou599@gmail.com,1986-08-26,Femme,Tanger,0639933920,2023-08-01,paid_search
C0600,Benomar,Karim,karim.benomar600@gmail.com,1986-07-07,1,Tetouan,0611327694,2022-01-13,organic
C0601,Filali,Rachid,rachid.filali601@gmail.com,1977-06-02,m,Tanger,0645164890,2021-03-24,paid_search
C0602,Filali,Rachid,rachid.filali602@gmail.com,1976-02-01,1,Rabat,0655417034,2020-08-15,paid_search
C0603,Tazi,Karim,karim.tazi603@gmail.com,1998-10-14,Homme,CASABLANCA,0635453201,2020-09-24,paid_search
C0604,Lahlou,Sara,sara.lahlou604@gmail.com,2005-01-25,Femme,Laayoune,0629940314,2021-08-25,social_media
C0605,Guerraoui,Amine,amine.guerraoui605@gmail.com,1996-02-26,1,Oujda,0678264989,2020-12-08,referral
C0606,Benomar,Sanaa,sanaa.benomar606@gmail.com,1976-06-17,Femme,Oujda,0688005556,2021-07-03,referral
C0607,Berrada,Imane,imane.berrada607@gmail.com,1977-04-13,f,Fes,0631100279,2023-03-16,social_media
C0608,Alami,Ahmed,ahmed.alami608@gmail.com,1998-10-02,1,Oujda,0672753631,2022-07-12,referral
C0609,Cherkaoui,Khalid,khalid.cherkaoui609@gmail.com,1976-05-21,Homme,casablanca,0678825641,2022-10-24,email
C0610,Alami,Nadia,nadia.alami610@gmail.com,1988-04-11,0,Fes,0646838009,2023-10-31,paid_search
C0611,Benali,Zineb,zineb.benali611@gmail.com,1983-07-13,Femme,laayoune,0678806311,2023-09-01,paid_search
C0612,Berrada,Meryem,meryem.berrada612@gmail.com,1998-09-25,0,Oujda,0652020192,2020-06-24,paid_search
C0613,Benomar,Omar,omar.benomar613@gmail.com,2000-03-19,1,Rabat,0698429098,2022-10-20,social_media
C0614,Idrissi,Omar,omar.idrissi614@gmail.com,1999-10-01,male,Laayoune,0654325475,2020-11-10,email
C0615,Idrissi,Imane,imane.idrissi615@gmail.com,1990-07-07,female,OUJDA,0670604045,2023-03-12,social_media
C0616,Filali,Ahmed,ahmed.filali616gmail.com,2003-03-07,h,Casablanca,0641278022,2021-02-25,social_media
C0617,Benali,Khadija,khadija.benali617@gmail.com,1965-07-13,female,rabat,0674189781,2022-05-06,organic
C0618,Berrada,Karim,karim.berrada618@gmail.com,1995-10-10,1,Laayoune,0646969062,2022-07-28,paid_search
C0619,Alami,Youssef,youssef.alami619@gmail.com,2003-09-11,male,Laayoune,0615245871,2023-03-25,organic
C0620,Cherkaoui,Khalid,khalid.cherkaoui620@gmail.com,1976-03-20,Homme,Tetouan,0686318249,2021-01-10,organic
C0621,Filali,Mohamed,mohamed.filali621@gmail.com,2005-11-03,1,Fes,0626271298,2023-02-06,social_media
C0622,Tazi,Ahmed,ahmed.tazi622@gmail.com,1975-09-02,h,OUJDA,0671995701,2023-08-01,referral
C0623,Idrissi,Omar,omar.idrissi623gmail.com,1981-03-11,1,oujda,0698184081,2023-01-28,paid_search
C0624,Benomar,Houda,houda.benomar624@gmail.com,1975-01-20,0,casablanca,0632609429,2022-03-11,organic
C0625,Filali,Fatima,fatima.filali625@gmail.com,1976-01-22,Femme,Meknes,0680179022,2023-07-24,organic
C0626,Benali,Amine,amine.benali626@gmail.com,1968-04-08,male,Agadir,0666597298,2020-02-02,organic
C0627,Alami,Sara,sara.alami627@gmail.com,1971-11-06,0,RABAT,0624453078,2022-11-15,social_media
C0628,Berrada,Karim,karim.berrada628@gmail.com,1990-02-08,h,FES,0633303091,2021-10-24,organic
C0629,Idrissi,Hassan,hassan.idrissi629@gmail.com,1979-05-21,m,laayoune,0665176483,2021-03-23,social_media
C0630,Guerraoui,Houda,houda.guerraoui630@gmail.com,2001-02-20,f,Agadir,0627841755,2023-10-20,social_media
C0631,Alami,Hassan,hassan.alami631@gmail.com,2003-08-13,male,Meknes,0611783979,2023-04-18,paid_search
C0632,Berrada,Ahmed,ahmed.berrada632@gmail.com,1980-01-05,Homme,Agadir,0637432134,2022-02-08,organic
C0633,Tazi,Tariq,tariq.tazi633@gmail.com,1985-01-17,male,Tetouan,0640737204,2020-02-18,social_media
C0634,Benali,Karim,karim.benali634@gmail.com,1980-12-24,h,Fes,0634635056,2021-10-20,referral
C0635,Alami,Khadija,khadija.alami635@gmail.com,1968-03-07,female,RABAT,0683665010,2023-04-28,paid_search
C0636,Benomar,Ahmed,ahmed.benomar636@gmail.com,1977-03-20,male,Fes,0637031585,2023-07-25,social_media
C0637,Tazi,Houda,houda.tazi637@gmail.com,1975-07-17,f,Laayoune,0612658997,2022-09-14,referral
C0638,Lahlou,Ahmed,ahmed.lahlou638@gmail.com,2000-05-13,Homme,Oujda,0691339346,2023-02-25,referral
C0639,Berrada,Youssef,youssef.berrada639@gmail.com,1850-09-24,male,Agadir,0660082660,2022-03-19,referral
C0640,Idrissi,Tariq,tariq.idrissi640@gmail.com,1972-10-06,m,Fes,0678398476,2021-12-14,referral
C0641,Idrissi,Sara,sara.idrissi641@gmail.com,1980-01-27,f,Agadir,0699345471,2023-11-29,paid_search
C0642,Cherkaoui,Khalid,khalid.cherkaoui642@gmail.com,2002-03-01,1,Casablanca,0663373950,2022-02-26,email
C0643,Idrissi,Khadija,khadija.idrissi643@gmail.com,1992-05-17,0,Meknes,0665245223,2021-09-22,organic
C0644,Filali,Tariq,tariq.filali644@gmail.com,1978-07-23,Homme,MARRAKECH,0675997979,2020-12-10,organic
C0645,Idrissi,Omar,omar.idrissi645@gmail.com,1992-06-06,h,Rabat,0670486666,2020-08-13,email
C0646,Benali,Zineb,zineb.benali646@gmail.com,1977-07-15,0,LAAYOUNE,0632297072,2023-07-27,organic
C0647,Cherkaoui,Omar,omar.cherkaoui647@gmail.com,1966-08-16,m,CASABLANCA,0610969945,2021-06-28,email
C0648,Berrada,Fatima,fatima.berrada648@gmail.com,1965-09-25,f,Marrakech,0691117376,2021-11-21,referral
C0649,Berrada,Hassan,hassan.berrada649@gmail.com,1990-01-12,Homme,agadir,0663929804,2023-12-01,paid_search
C0650,Cherkaoui,Ahmed,ahmed.cherkaoui650@gmail.com,1980-10-22,h,Oujda,0695640742,2020-01-07,social_media
C0651,Tazi,Hassan,hassan.tazi651@gmail.com,1979-07-24,m,Laayoune,0698360765,2022-09-02,organic
C0652,Filali,Nadia,nadia.filali652@gmail.com,2001-12-17,0,TANGER,0650446284,2020-06-27,email
C0653,Benomar,Houda,houda.benomar653@gmail.com,1995-04-08,0,Fes,0622003335,2023-12-04,organic
C0654,Tazi,Mohamed,mohamed.tazi654@gmail.com,1982-05-22,1,Oujda,0628220919,2023-09-24,email
C0655,Tazi,Houda,houda.tazi655@gmail.com,2001-10-03,f,Agadir,0697767609,2022-02-20,email
C0656,Berrada,Laila,laila.berrada656@gmail.com,1983-02-11,0,Laayoune,0686885150,2020-08-25,social_media
C0657,Lahlou,Hassan,hassan.lahlou657@gmail.com,1984-09-07,male,Tetouan,0626952687,2022-01-17,email
C0658,Alami,Imane,imane.alami658@gmail.com,1999-06-05,0,Marrakech,0629787096,2022-07-22,email
C0659,Tazi,Mohamed,mohamed.tazi659@gmail.com,1972-12-19,h,Oujda,0660560976,2021-08-19,organic
C0660,Berrada,Sara,sara.berrada660@gmail.com,1979-01-28,0,Rabat,0698483078,2021-09-04,paid_search
C0661,Tazi,Sanaa,sanaa.tazi661@gmail.com,1995-07-13,female,Casablanca,0636184828,2023-11-27,email
C0662,Lahlou,Youssef,youssef.lahlou662@gmail.com,1968-12-10,Homme,Oujda,0674752231,2022-06-23,social_media
C0663,Berrada,Meryem,meryem.berrada663@gmail.com,1965-10-04,0,Rabat,0632578497,2023-10-23,organic
C0664,Benali,Khalid,khalid.benali664@gmail.com,1997-10-14,1,Rabat,0625945407,2020-03-10,paid_search
C0665,Filali,Amine,amine.filali665@gmail.com,1989-11-22,h,Casablanca,0661284717,2023-08-24,social_media
C0666,Benali,Houda,houda.benali666@gmail.com,1970-11-22,Femme,Meknes,0674357181,2023-03-18,social_media
C0667,Idrissi,Khadija,khadija.idrissi667@gmail.com,1992-03-04,0,AGADIR,0634815495,2023-01-05,referral
C0668,Guerraoui,Fatima,fatima.guerraoui668@gmail.com,1998-09-27,female,Laayoune,0626654987,2023-08-27,paid_search
C0669,Lahlou,Khadija,khadija.lahlou669@gmail.com,1965-06-04,0,TANGER,0697595925,2021-02-26,paid_search
C0670,Alami,Amine,amine.alami670@gmail.com,1997-09-06,m,Tetouan,0650345846,2021-05-23,organic
C0671,Guerraoui,Sanaa,sanaa.guerraoui671@gmail.com,2001-06-17,Femme,Agadir,0623288780,2023-11-09,organic
C0672,Cherkaoui,Karim,karim.cherkaoui672@gmail.com,1978-10-18,1,Fes,0666641896,2023-06-28,organic
C0673,Filali,Nadia,nadia.filali673@gmail.com,1970-11-14,female,rabat,0694975906,2021-07-05,paid_search
C0674,Idrissi,Imane,imane.idrissi674@gmail.com,1985-07-13,0,Tanger,0626726377,2021-07-07,email
C0675,Alami,Rachid,rachid.alami675@gmail.com,1970-06-25,male,MARRAKECH,0646728250,2021-04-07,organic
C0676,Alami,Karim,karim.alami676@gmail.com,1972-12-10,male,Laayoune,0656828593,2022-12-19,email
C0677,Lahlou,Sanaa,sanaa.lahlou677@gmail.com,1968-07-06,Femme,Agadir,0684044121,2022-12-24,email
C0678,Lahlou,Laila,laila.lahlou678@gmail.com,1965-12-05,female,RABAT,0645885781,2023-03-08,organic
C0679,Lahlou,Sara,sara.lahlou679@gmail.com,1994-06-26,0,Oujda,0679873032,2022-05-26,paid_search
C0680,Idrissi,Ahmed,ahmed.idrissi680@gmail.com,1970-02-24,Homme,Fes,0621352822,2020-04-27,social_media
C0681,Idrissi,Houda,houda.idrissi681@gmail.com,1973-09-22,f,Meknes,0635526064,2023-06-16,organic
C0682,Berrada,Sanaa,sanaa.berrada682@gmail.com,1998-01-20,Femme,Oujda,0640208193,2022-12-08,paid_search
C0683,Tazi,Youssef,youssef.tazi683@gmail.com,1992-03-12,h,Casablanca,0625819626,2023-01-09,social_media
C0684,Berrada,Amine,amine.berrada684gmail.com,2005-04-10,Homme,meknes,0692912825,2022-08-06,referral
C0685,Benomar,Mohamed,mohamed.benomar685@gmail.com,1987-06-24,h,rabat,0676041312,2022-06-01,paid_search
C0686,Idrissi,Rachid,rachid.idrissi686@gmail.com,1850-11-09,1,Fes,0667491018,2022-01-16,paid_search
C0687,Benomar,Nadia,nadia.benomar687@gmail.com,1993-06-24,f,TETOUAN,0636637470,2023-12-23,organic
C0688,Idrissi,Mohamed,mohamed.idrissi688@gmail.com,1986-03-22,1,Fes,0625944033,2021-06-28,referral
C0689,Tazi,Khalid,khalid.tazi689@gmail.com,1990-12-27,1,TETOUAN,0612839001,2020-08-08,paid_search
C0690,Berrada,Rachid,rachid.berrada690@gmail.com,1986-10-24,m,Tanger,0621088383,2022-09-22,referral
C0691,Filali,Youssef,youssef.filali691@gmail.com,1972-12-08,h,Tetouan,0677422120,2020-07-30,email
C0692,Berrada,Tariq,tariq.berrada692@gmail.com,1990-04-05,1,TETOUAN,0622205146,2021-02-12,organic
C0693,Berrada,Rachid,rachid.berrada693@gmail.com,1992-09-14,Homme,Tanger,0657113712,2021-07-28,referral
C0694,Benali,Mohamed,mohamed.benali694gmail.com,1985-08-09,1,LAAYOUNE,0643858172,2021-01-13,referral
C0695,Alami,Amine,amine.alami695@gmail.com,2000-03-11,m,Agadir,0680982664,2023-04-21,email
C0696,Lahlou,Amine,amine.lahlou696@gmail.com,1971-12-20,1,CASABLANCA,0635559565,2023-09-02,paid_search
C0697,Guerraoui,Khadija,khadija.guerraoui697@gmail.com,1984-04-18,f,RABAT,0666131539,2021-01-27,email
C0698,Tazi,Sanaa,sanaa.tazi698@gmail.com,1972-02-16,Femme,Tetouan,0632405653,2020-02-14,email
C0699,Benali,Youssef,youssef.benali699@gmail.com,1968-12-07,Homme,Tetouan,0620064387,2022-11-17,paid_search
C0700,Guerraoui,Rachid,rachid.guerraoui700@gmail.com,1990-04-06,male,Tanger,0611189346,2023-11-27,email
